EmployeeKey,ParentEmployeeKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
121,16,11,Diane,Tibbott,H,False,Production Technician - WC50,2008-08-18,1989-03-09,diane2@adventure-works.com,361-555-0180,S,Diane Tibbott,361-555-0180,False,F,1,11,8,24,True,False,Production,2008-08-18,,Current
122,7,11,Jill,Williams,A,False,Marketing Specialist,2008-08-18,1979-01-16,jill0@adventure-works.com,510-555-0121,M,Jill Williams,510-555-0121,False,F,2,14.4231,47,43,True,False,Marketing,2008-08-18,,Current
123,40,11,Angela,Barbariol,W,False,Production Technician - WC50,2008-08-20,1990-12-29,angela0@adventure-works.com,150-555-0194,S,Angela Barbariol,150-555-0194,False,F,1,11,92,66,True,False,Production,2008-08-20,,Current
124,87,11,Matthias,Berndt,T,False,Shipping and Receiving Clerk,2008-08-20,1973-06-11,matthias0@adventure-works.com,139-555-0120,M,Matthias Berndt,139-555-0120,False,M,2,9.5,94,67,True,False,Shipping and Receiving,2008-08-20,,Current
125,9,11,Bryan,Baker,,False,Production Technician - WC60,2008-08-21,1973-03-27,bryan0@adventure-works.com,712-555-0113,S,Bryan Baker,712-555-0113,False,M,1,12.45,35,37,True,False,Production,2008-08-21,,Current
126,23,11,Jeff,Hay,V,False,Production Supervisor - WC45,2008-08-21,1976-08-15,jeff0@adventure-works.com,350-555-0167,M,Jeff Hay,350-555-0167,False,M,2,25,74,57,True,False,Production,2008-08-21,,Current
127,188,11,Eugene,Zabokritski,R,False,Production Technician - WC30,2008-08-21,1987-02-12,eugene0@adventure-works.com,241-555-0191,S,Eugene Zabokritski,241-555-0191,False,M,1,9.5,33,36,True,False,Production,2008-08-21,,Current
128,186,11,Barbara,Decker,S,False,Production Technician - WC20,2008-08-22,1984-07-29,barbara0@adventure-works.com,119-555-0192,M,Barbara Decker,119-555-0192,False,F,1,14,17,28,True,False,Production,2008-08-22,,Current
129,126,11,Chris,Preston,T,False,Production Technician - WC45,2008-08-22,1988-07-16,chris0@adventure-works.com,200-555-0112,M,Chris Preston,200-555-0112,False,M,1,10,76,58,True,False,Production,2008-08-22,,Current
130,92,11,Sean,Chai,N,False,Document Control Assistant,2008-08-22,1986-10-10,sean1@adventure-works.com,205-555-0132,S,Sean Chai,205-555-0132,False,M,2,10.25,78,59,True,False,Document Control,2008-08-22,,Current
131,44,11,Dan,Wilson,B,False,Database Administrator,2008-08-22,1975-08-06,dan1@adventure-works.com,653-555-0144,M,Dan Wilson,653-555-0144,True,M,2,38.4615,66,53,True,False,Information Services,2008-08-22,,Current
132,18,11,Mark,McArthur,K,False,Production Technician - WC60,2008-08-23,1979-04-25,mark1@adventure-works.com,417-555-0154,S,Mark McArthur,417-555-0154,False,M,1,12.45,19,29,True,False,Production,2008-08-23,,Current
133,142,11,Bryan,Walton,A,False,Accounts Receivable Specialist,2008-08-24,1984-04-20,bryan1@adventure-works.com,935-555-0199,S,Bryan Walton,935-555-0199,False,M,2,19,62,51,True,False,Finance,2008-08-24,,Current
134,76,11,Houman,Pournasseh,N,False,Production Technician - WC50,2008-08-25,1971-03-30,houman0@adventure-works.com,180-555-0136,M,Houman Pournasseh,180-555-0136,False,M,1,11,3,21,True,False,Production,2008-08-25,,Current
135,46,11,Sairaj,Uddin,L,False,Scheduling Assistant,2008-08-26,1987-07-22,sairaj0@adventure-works.com,500-555-0159,M,Sairaj Uddin,500-555-0159,False,M,2,16,46,43,True,False,Production Control,2008-08-26,,Current
136,177,11,Michiko,Osada,F,False,Production Technician - WC30,2008-08-26,1982-01-25,michiko0@adventure-works.com,984-555-0148,S,Michiko Osada,984-555-0148,False,M,1,9.5,44,42,True,False,Production,2008-08-26,,Current
137,188,11,Benjamin,Martin,R,False,Production Technician - WC30,2008-08-27,1985-08-05,benjamin0@adventure-works.com,533-555-0111,S,Benjamin Martin,533-555-0111,False,M,1,9.5,28,34,True,False,Production,2008-08-27,,Current
138,23,11,Cynthia,Randall,S,False,Production Supervisor - WC30,2008-08-27,1981-03-18,cynthia0@adventure-works.com,352-555-0138,S,Cynthia Randall,352-555-0138,False,F,2,25,69,54,True,False,Production,2008-08-27,,Current
139,201,11,Kathie,Flood,E,False,Production Technician - WC45,2008-08-27,1990-06-01,kathie0@adventure-works.com,446-555-0118,M,Kathie Flood,446-555-0118,False,F,1,10,87,63,True,False,Production,2008-08-27,,Current
140,18,11,Britta,Simon,L,False,Production Technician - WC60,2008-08-29,1989-04-28,britta0@adventure-works.com,955-555-0169,M,Britta Simon,955-555-0169,False,F,1,12.45,14,27,True,False,Production,2008-08-29,,Current
141,214,11,Brian,Lloyd,T,False,Production Technician - WC40,2008-08-29,1976-09-10,brian0@adventure-works.com,110-555-0182,S,Brian Lloyd,110-555-0182,False,M,1,15,55,47,True,False,Production,2008-08-29,,Current
142,143,11,David,Liu,J,False,Accounts Manager,2008-08-30,1983-02-05,david6@adventure-works.com,646-555-0185,M,David Liu,646-555-0185,True,M,2,34.7356,57,48,True,False,Finance,2008-08-30,,Current
143,112,11,Laura,Norman,F,False,Chief Financial Officer,2008-08-31,1975-08-06,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,True,F,2,60.0962,0,20,True,False,Executive,2008-08-31,2013-06-13,
144,112,11,Laura,Norman,F,False,Chief Financial Officer,2008-08-31,1975-08-06,laura1@adventure-works.com,615-555-0110,M,Laura Norman,615-555-0110,True,F,2,60.0962,0,20,True,False,Executive,2013-06-13,,Current
145,40,11,Michael,Patten,W,False,Production Technician - WC50,2008-08-31,1973-12-01,michael2@adventure-works.com,441-555-0195,S,Michael Patten,441-555-0195,False,M,1,11,98,69,True,False,Production,2008-08-31,,Current
146,138,11,Andy,Ruth,M,False,Production Technician - WC30,2008-08-31,1983-05-20,andy0@adventure-works.com,118-555-0110,M,Andy Ruth,118-555-0110,False,M,1,9.5,39,39,True,False,Production,2008-08-31,,Current
147,23,11,Yuhong,Li,L,False,Production Supervisor - WC20,2008-09-01,1976-11-04,yuhong0@adventure-works.com,965-555-0155,M,Yuhong Li,965-555-0155,False,M,2,25,41,40,True,False,Production,2008-09-01,,Current
148,163,11,Robert,Rounthwaite,J,False,Production Technician - WC45,2008-09-02,1984-09-28,robert0@adventure-works.com,589-555-0147,S,Robert Rounthwaite,589-555-0147,False,M,1,10,82,61,True,False,Production,2008-09-02,,Current
149,43,11,Andreas,Berglund,T,False,Quality Assurance Technician,2008-09-02,1988-10-26,andreas0@adventure-works.com,181-555-0124,M,Andreas Berglund,181-555-0124,False,M,2,10.5769,84,62,True,False,Quality Assurance,2008-09-02,,Current
150,188,11,Reed,Koch,T,False,Production Technician - WC30,2008-09-02,1988-08-08,reed0@adventure-works.com,678-555-0110,M,Reed Koch,678-555-0110,False,M,1,9.5,23,31,True,False,Production,2008-09-02,,Current
151,147,11,Linda,Randall,A,False,Production Technician - WC20,2008-09-03,1977-05-05,linda1@adventure-works.com,696-555-0157,S,Linda Randall,696-555-0157,False,F,1,14,12,26,True,False,Production,2008-09-03,,Current
152,112,11,James,Hamilton,R,False,Vice President of Production,2008-09-03,1988-02-04,james1@adventure-works.com,870-555-0122,S,James Hamilton,870-555-0122,True,M,2,84.1346,64,52,True,False,Production,2008-09-03,,Current
153,44,11,Ramesh,Meyyappan,V,False,Application Specialist,2008-09-03,1987-10-12,ramesh0@adventure-works.com,182-555-0134,S,Ramesh Meyyappan,182-555-0134,True,M,2,27.4038,73,56,True,False,Information Services,2008-09-03,,Current
154,44,11,Stephanie,Conroy,A,False,Network Manager,2008-09-04,1983-10-24,stephanie0@adventure-works.com,594-555-0110,S,Stephanie Conroy,594-555-0110,True,F,2,39.6635,68,54,True,False,Information Services,2008-09-04,,Current
155,111,11,Samantha,Smith,H,False,Production Technician - WC20,2008-09-04,1987-06-22,samantha0@adventure-works.com,587-555-0114,M,Samantha Smith,587-555-0114,False,F,1,14,7,23,True,False,Production,2008-09-04,,Current
156,214,11,Tawana,Nusbaum,G,False,Production Technician - WC40,2008-09-05,1989-06-10,tawana0@adventure-works.com,368-555-0113,S,Tawana Nusbaum,368-555-0113,False,M,1,15,50,45,True,False,Production,2008-09-05,,Current
157,16,11,Denise,Smith,H,False,Production Technician - WC50,2008-09-05,1988-02-04,denise0@adventure-works.com,869-555-0119,M,Denise Smith,869-555-0119,False,F,1,11,9,24,True,False,Production,2008-09-05,,Current
158,32,11,Hao,Chen,O,False,Human Resources Administrative Assistant,2008-09-06,1976-11-15,hao0@adventure-works.com,806-555-0136,S,Hao Chen,806-555-0136,False,M,2,13.9423,52,46,True,False,Human Resources,2008-09-06,,Current
159,126,11,Alex,Nayberg,M,False,Production Technician - WC45,2008-09-08,1989-11-11,alex0@adventure-works.com,819-555-0198,M,Alex Nayberg,819-555-0198,False,M,1,10,77,58,True,False,Production,2008-09-08,,Current
160,9,11,Eugene,Kogan,O,False,Production Technician - WC60,2008-09-08,1975-09-10,eugene1@adventure-works.com,173-555-0179,S,Eugene Kogan,173-555-0179,False,M,1,12.45,36,38,True,False,Production,2008-09-08,,Current
161,18,11,Brandon,Heidepriem,G,False,Production Technician - WC60,2008-09-08,1976-08-10,brandon0@adventure-works.com,429-555-0137,M,Brandon Heidepriem,429-555-0137,False,M,1,12.45,22,31,True,False,Production,2008-09-08,,Current
162,3,11,Dylan,Miller,A,False,Research and Development Manager,2008-09-08,1986-09-24,dylan0@adventure-works.com,181-555-0156,M,Dylan Miller,181-555-0156,True,M,2,50.4808,61,50,True,False,Research and Development,2008-09-08,,Current
163,23,11,Shane,Kim,S,False,Production Supervisor - WC45,2008-09-08,1989-12-22,shane0@adventure-works.com,810-555-0178,S,Shane Kim,810-555-0178,False,M,2,25,75,57,True,False,Production,2008-09-08,,Current
164,186,11,John,Chen,Y,False,Production Technician - WC20,2008-09-09,1985-11-03,john2@adventure-works.com,201-555-0163,M,John Chen,201-555-0163,False,M,1,14,18,29,True,False,Production,2008-09-09,,Current
165,92,11,Karen,Berge,R,False,Document Control Assistant,2008-09-09,1975-07-25,karen0@adventure-works.com,746-555-0164,M,Karen Berge,746-555-0164,False,F,2,10.25,79,59,True,False,Document Control,2008-09-09,,Current
166,18,11,Jose,Lugo,R,False,Production Technician - WC60,2008-09-10,1984-02-29,jose0@adventure-works.com,587-555-0115,M,Jose Lugo,587-555-0115,False,M,1,12.45,20,30,True,False,Production,2008-09-10,,Current
167,76,11,Mandar,Samant,H,False,Production Technician - WC50,2008-09-10,1985-10-19,mandar0@adventure-works.com,140-555-0132,S,Mandar Samant,140-555-0132,False,M,1,11,0,20,True,False,Production,2008-09-10,,Current
168,278,11,Mikael,Sandberg,Q,False,Buyer,2008-09-10,1984-03-17,mikael0@adventure-works.com,309-555-0170,S,Mikael Sandberg,309-555-0170,False,M,2,18.2692,59,49,True,False,Purchasing,2008-09-10,,Current
169,76,11,Sameer,Tejani,A,False,Production Technician - WC50,2008-09-11,1978-01-24,sameer0@adventure-works.com,990-555-0172,M,Sameer Tejani,990-555-0172,False,M,1,11,4,22,True,False,Production,2008-09-11,,Current
170,142,11,Dragan,Tomic,K,False,Accounts Payable Specialist,2008-09-11,1976-09-14,dragan0@adventure-works.com,117-555-0185,M,Dragan Tomic,117-555-0185,False,M,2,19,63,51,True,False,Finance,2008-09-11,,Current
171,177,11,Carol,Philips,M,False,Production Technician - WC30,2008-09-12,1988-05-17,carol0@adventure-works.com,609-555-0153,M,Carol Philips,609-555-0153,False,F,1,9.5,45,42,True,False,Production,2008-09-12,,Current
172,89,11,Rob,Caron,T,False,Production Technician - WC40,2008-09-13,1973-03-04,rob1@adventure-works.com,238-555-0116,S,Rob Caron,238-555-0116,False,M,1,15,71,55,True,False,Production,2008-09-13,,Current
173,40,11,Don,Hall,L,False,Production Technician - WC50,2008-09-13,1971-01-11,don0@adventure-works.com,100-555-0174,M,Don Hall,100-555-0174,False,M,1,11,88,64,True,False,Production,2008-09-13,,Current
174,46,11,Alan,Brewer,J,False,Scheduling Assistant,2008-09-13,1983-10-28,alan0@adventure-works.com,438-555-0172,M,Alan Brewer,438-555-0172,False,M,2,16,47,43,True,False,Production Control,2008-09-13,,Current
175,188,11,David,Lawrence,Oliver,False,Production Technician - WC30,2008-09-14,1985-04-23,david7@adventure-works.com,118-555-0177,M,David Lawrence,118-555-0177,False,M,1,9.5,29,34,True,False,Production,2008-09-14,,Current
176,89,11,Baris,Cetinok,F,False,Production Technician - WC40,2008-09-15,1990-05-07,baris0@adventure-works.com,164-555-0114,S,Baris Cetinok,164-555-0114,False,M,1,15,72,56,True,False,Production,2008-09-15,,Current
177,23,11,Michael,Ray,Sean,False,Production Supervisor - WC30,2008-09-15,1988-08-29,michael3@adventure-works.com,156-555-0199,S,Michael Ray,156-555-0199,False,M,2,25,70,55,True,False,Production,2008-09-15,,Current
178,20,11,Steve,Masters,F,False,Production Technician - WC60,2008-09-15,1990-11-04,steve0@adventure-works.com,712-555-0170,S,Steve Masters,712-555-0170,False,M,1,12.45,31,35,True,False,Production,2008-09-15,,Current
179,18,11,Suchitra,Mohan,O,False,Production Technician - WC60,2008-09-16,1987-01-08,suchitra0@adventure-works.com,753-555-0129,M,Suchitra Mohan,753-555-0129,False,F,1,12.45,15,27,True,False,Production,2008-09-16,,Current
180,44,11,Karen,Berg,A,False,Application Specialist,2008-09-16,1977-12-17,karen1@adventure-works.com,654-555-0177,S,Karen Berg,654-555-0177,True,F,2,27.4038,74,57,True,False,Information Services,2008-09-16,,Current
181,147,11,Terrence,Earls,W,False,Production Technician - WC20,2008-09-16,1984-07-08,terrence0@adventure-works.com,110-555-0115,S,Terrence Earls,110-555-0115,False,M,1,14,13,26,True,False,Production,2008-09-16,,Current
182,142,11,Barbara,Moreland,C,False,Accountant,2008-09-18,1975-08-04,barbara1@adventure-works.com,822-555-0145,M,Barbara Moreland,822-555-0145,True,F,2,26.4423,58,49,True,False,Finance,2008-09-18,,Current
183,40,11,Chad,Niswonger,W,False,Production Technician - WC50,2008-09-18,1990-03-04,chad0@adventure-works.com,559-555-0175,M,Chad Niswonger,559-555-0175,False,M,1,11,99,69,True,False,Production,2008-09-18,,Current
184,138,11,Rostislav,Shabalin,E,False,Production Technician - WC30,2008-09-19,1977-04-13,rostislav0@adventure-works.com,751-555-0134,M,Rostislav Shabalin,751-555-0134,False,M,1,9.5,40,40,True,False,Production,2008-09-19,,Current
185,201,11,Belinda,Newman,M,False,Production Technician - WC45,2008-09-20,1974-10-15,belinda0@adventure-works.com,319-555-0126,S,Belinda Newman,319-555-0126,False,F,1,10,83,61,True,False,Production,2008-09-20,,Current
186,23,11,Katie,McAskill-White,L,False,Production Supervisor - WC20,2008-09-20,1984-06-18,katie0@adventure-works.com,809-555-0133,S,Katie McAskill-White,809-555-0133,False,F,2,25,42,41,True,False,Production,2008-09-20,,Current
187,188,11,Russell,King,M,False,Production Technician - WC30,2008-09-21,1981-09-11,russell1@adventure-works.com,517-555-0122,M,Russell King,517-555-0122,False,M,1,9.5,24,32,True,False,Production,2008-09-21,,Current
188,23,11,Jack,Richins,S,False,Production Supervisor - WC30,2008-09-21,1983-01-20,jack0@adventure-works.com,552-555-0111,S,Jack Richins,552-555-0111,False,M,2,25,68,54,True,False,Production,2008-09-21,,Current
189,23,11,Andrew,Hill,R,False,Production Supervisor - WC10,2008-09-22,1988-04-06,andrew0@adventure-works.com,908-555-0159,S,Andrew Hill,908-555-0159,False,M,2,25,65,52,True,False,Production,2008-09-22,,Current
190,89,11,Nicole,Holliday,B,False,Production Technician - WC40,2008-09-22,1985-11-07,nicole0@adventure-works.com,508-555-0129,M,Nicole Holliday,508-555-0129,False,F,1,15,67,53,True,False,Production,2008-09-22,,Current
191,16,11,Frank,Miller,T,False,Production Technician - WC50,2008-09-23,1971-02-21,frank1@adventure-works.com,167-555-0139,S,Frank Miller,167-555-0139,False,M,1,11,10,25,True,False,Production,2008-09-23,,Current
192,154,11,Peter,Connelly,I,False,Network Administrator,2008-09-23,1979-12-27,peter1@adventure-works.com,310-555-0133,S,Peter Connelly,310-555-0133,False,M,2,32.4519,69,54,True,False,Information Services,2008-09-23,,Current
193,111,11,Anibal,Sousa,T,False,Production Technician - WC20,2008-09-23,1974-04-05,anibal0@adventure-works.com,106-555-0120,S,Anibal Sousa,106-555-0120,False,F,1,14,8,24,True,False,Production,2008-09-23,,Current
194,214,11,Ken,Myer,L,False,Production Technician - WC40,2008-09-24,1980-12-26,ken1@adventure-works.com,949-555-0174,M,Ken Myer,949-555-0174,False,M,1,15,51,45,True,False,Production,2008-09-24,,Current
195,32,11,Grant,Culbertson,N,False,Human Resources Administrative Assistant,2008-09-25,1975-11-15,grant0@adventure-works.com,955-555-0131,S,Grant Culbertson,955-555-0131,False,M,2,13.9423,53,46,True,False,Human Resources,2008-09-25,,Current
196,40,11,Michael,Entin,T,False,Production Technician - WC50,2008-09-25,1989-01-13,michael4@adventure-works.com,817-555-0186,S,Michael Entin,817-555-0186,False,M,1,11,94,67,True,False,Production,2008-09-25,,Current
197,163,11,Lionel,Penuchot,C,False,Production Technician - WC45,2008-09-26,1987-10-13,lionel0@adventure-works.com,450-555-0152,S,Lionel Penuchot,450-555-0152,False,M,1,10,78,59,True,False,Production,2008-09-26,,Current
198,9,11,Thomas,Michaels,R,False,Production Technician - WC60,2008-09-26,1985-08-10,thomas0@adventure-works.com,278-555-0118,M,Thomas Michaels,278-555-0118,False,M,1,12.45,37,38,True,False,Production,2008-09-26,,Current
199,87,11,Jimmy,Bischoff,T,False,Stocker,2008-09-26,1990-06-01,jimmy0@adventure-works.com,927-555-0168,M,Jimmy Bischoff,927-555-0168,False,M,1,9,96,68,True,False,Shipping and Receiving,2008-09-26,,Current
200,138,11,Michael,Vanderhyde,T,False,Production Technician - WC30,2008-09-26,1982-04-18,michael5@adventure-works.com,296-555-0121,M,Michael Vanderhyde,296-555-0121,False,M,1,9.5,35,37,True,False,Production,2008-09-26,,Current
201,23,11,Lori,Kane,A,False,Production Supervisor - WC45,2008-09-26,1980-02-16,lori0@adventure-works.com,289-555-0196,S,Lori Kane,289-555-0196,False,F,2,25,76,58,True,False,Production,2008-09-26,,Current
202,278,11,Arvind,Rao,B,False,Buyer,2008-09-28,1974-03-21,arvind0@adventure-works.com,848-555-0163,M,Arvind Rao,848-555-0163,False,M,2,18.2692,60,50,True,False,Purchasing,2008-09-28,,Current
203,186,11,Stefen,Hesse,A,False,Production Technician - WC20,2008-09-28,1975-07-21,stefen0@adventure-works.com,165-555-0113,S,Stefen Hesse,165-555-0113,False,M,1,14,19,29,True,False,Production,2008-09-28,,Current
204,23,11,Hazem,Abolrous,E,False,Quality Assurance Manager,2008-09-28,1977-05-26,hazem0@adventure-works.com,869-555-0125,S,Hazem Abolrous,869-555-0125,True,M,2,28.8462,80,60,True,False,Quality Assurance,2008-09-28,,Current
205,142,11,Janet,Sheperdigian,L,False,Accounts Payable Specialist,2008-09-29,1978-10-07,janet0@adventure-works.com,393-555-0186,M,Janet Sheperdigian,393-555-0186,False,F,2,19,64,52,True,False,Finance,2008-09-29,,Current
206,76,11,Elizabeth,Keyser,I,False,Production Technician - WC50,2008-09-30,1989-08-25,elizabeth0@adventure-works.com,318-555-0137,M,Elizabeth Keyser,318-555-0137,False,F,1,11,5,22,True,False,Production,2008-09-30,,Current
207,7,11,Terry,Eminhizer,J,False,Marketing Specialist,2008-09-30,1985-09-04,terry0@adventure-works.com,138-555-0118,M,Terry Eminhizer,138-555-0118,False,M,2,14.4231,44,42,True,False,Marketing,2008-09-30,,Current
208,188,11,John,Frum,N,False,Production Technician - WC30,2008-10-01,1981-10-22,john3@adventure-works.com,663-555-0172,S,John Frum,663-555-0172,False,M,1,9.5,27,33,True,False,Production,2008-10-01,,Current
209,177,11,Merav,Netz,A,False,Production Technician - WC30,2008-10-01,1982-12-11,merav0@adventure-works.com,224-555-0187,M,Merav Netz,224-555-0187,False,F,1,9.5,46,43,True,False,Production,2008-10-01,,Current
210,46,11,Brian,LaMee,P,False,Scheduling Assistant,2008-10-01,1984-03-11,brian1@adventure-works.com,313-555-0196,M,Brian LaMee,313-555-0196,False,M,2,16,48,44,True,False,Production Control,2008-10-01,,Current
211,40,11,Kitti,Lertpiriyasuwat,H,False,Production Technician - WC50,2008-10-02,1987-01-04,kitti0@adventure-works.com,785-555-0132,S,Kitti Lertpiriyasuwat,785-555-0132,False,F,1,11,89,64,True,False,Production,2008-10-02,,Current
212,20,11,Jay,Adams,G,False,Production Technician - WC60,2008-10-03,1975-09-11,jay0@adventure-works.com,407-555-0165,S,Jay Adams,407-555-0165,False,M,1,12.45,32,36,True,False,Production,2008-10-03,,Current
213,188,11,Jan,Miksovsky,S,False,Production Technician - WC30,2008-10-03,1974-06-15,jan0@adventure-works.com,139-555-0131,S,Jan Miksovsky,139-555-0131,False,M,1,9.5,30,35,True,False,Production,2008-10-03,,Current
214,23,11,Brenda,Diaz,M,False,Production Supervisor - WC40,2008-10-03,1982-09-28,brenda0@adventure-works.com,142-555-0139,M,Brenda Diaz,142-555-0139,False,F,2,25,71,55,True,False,Production,2008-10-03,,Current
215,126,11,Andrew,Cencini,M,False,Production Technician - WC45,2008-10-04,1988-04-24,andrew1@adventure-works.com,207-555-0192,S,Andrew Cencini,207-555-0192,False,M,1,10,73,56,True,False,Production,2008-10-04,,Current
216,92,11,Chris,Norred,K,False,Control Specialist,2008-10-04,1986-12-24,chris1@adventure-works.com,575-555-0126,M,Chris Norred,575-555-0126,False,M,2,16.8269,75,57,True,False,Document Control,2008-10-04,,Current
217,18,11,Chris,Okelberry,O,False,Production Technician - WC60,2008-10-05,1986-03-07,chris2@adventure-works.com,315-555-0144,S,Chris Okelberry,315-555-0144,False,M,1,12.45,16,28,True,False,Production,2008-10-05,,Current
218,147,11,Shelley,Dyck,N,False,Production Technician - WC20,2008-10-05,1986-07-08,shelley0@adventure-works.com,991-555-0184,S,Shelley Dyck,991-555-0184,False,F,1,14,14,27,True,False,Production,2008-10-05,,Current
219,214,11,Gabe,Mares,B,False,Production Technician - WC40,2008-10-06,1987-12-09,gabe0@adventure-works.com,310-555-0117,M,Gabe Mares,310-555-0117,False,M,1,15,57,48,True,False,Production,2008-10-06,,Current
220,142,11,Mike,Seamans,K,False,Accountant,2008-10-06,1979-01-29,mike0@adventure-works.com,927-555-0150,S,Mike Seamans,927-555-0150,True,M,2,26.4423,59,49,True,False,Finance,2008-10-06,,Current
221,162,11,Michael,Raheem,,False,Research and Development Manager,2008-12-01,1984-06-30,michael6@adventure-works.com,330-555-2568,M,Michael Raheem,330-555-2568,True,M,2,42.4808,16,64,True,False,Research and Development,2008-12-01,,Current
222,152,11,Gary,Altman,E.,False,Facilities Manager,2009-07-02,1970-09-18,gary1@adventure-works.com,110-555-0112,M,Gary Altman,110-555-0112,True,M,2,24.0385,86,63,True,False,Facilities and Maintenance,2009-07-02,,Current
223,20,11,Charles,Fitzgerald,B,False,Production Technician - WC60,2009-07-03,1971-04-02,charles0@adventure-works.com,931-555-0118,S,Charles Fitzgerald,931-555-0118,False,M,1,12.45,27,33,True,False,Production,2009-07-03,,Current
224,27,11,Ebru,Ersan,N,False,Production Technician - WC10,2009-07-06,1986-04-22,ebru0@adventure-works.com,202-555-0187,S,Ebru Ersan,202-555-0187,False,M,1,13.45,93,66,True,False,Production,2009-07-06,,Current
225,111,11,Sylvester,Valdez,A,False,Production Technician - WC20,2009-07-11,1970-06-12,sylvester0@adventure-works.com,492-555-0174,M,Sylvester Valdez,492-555-0174,False,M,1,14,4,22,True,False,Production,2009-07-11,,Current
226,53,11,Brian,Goldstein,Richard,False,Production Technician - WC40,2009-07-11,1970-07-23,brian2@adventure-works.com,730-555-0117,S,Brian Goldstein,730-555-0117,False,M,1,15,63,51,True,False,Production,2009-07-11,,Current
227,278,11,Linda,Meisner,P,False,Buyer,2009-07-17,1970-06-30,linda2@adventure-works.com,916-555-0165,M,Linda Meisner,916-555-0165,False,F,2,18.2692,56,48,True,False,Purchasing,2009-07-17,,Current
228,66,11,Betsy,Stadick,A,False,Production Technician - WC10,2009-07-18,1942-07-17,betsy0@adventure-works.com,405-555-0171,S,Betsy Stadick,405-555-0171,False,F,1,13.45,99,69,True,False,Production,2009-07-18,,Current
229,222,11,Magnus,Hedlund,E,False,Facilities Administrative Assistant,2009-07-21,1971-03-27,magnus0@adventure-works.com,583-555-0182,M,Magnus Hedlund,583-555-0182,False,M,2,9.75,87,63,True,False,Facilities and Maintenance,2009-07-21,,Current
230,20,11,Karan,Khanna,R,False,Production Technician - WC60,2009-07-22,1969-10-05,karan0@adventure-works.com,447-555-0186,S,Karan Khanna,447-555-0186,False,M,1,12.45,28,34,True,False,Production,2009-07-22,,Current
231,27,11,Mary,Baker,R,False,Production Technician - WC10,2009-07-25,1986-04-19,mary1@adventure-works.com,283-555-0185,M,Mary Baker,283-555-0185,False,F,1,13.45,94,67,True,False,Production,2009-07-25,,Current
232,27,11,Kevin,Homer,M,False,Production Technician - WC10,2009-07-25,1986-04-19,kevin2@adventure-works.com,555-555-0113,S,Kevin Homer,555-555-0113,False,M,1,13.45,90,65,True,False,Production,2009-07-25,,Current
233,53,11,Mihail,Frintu,U,False,Production Technician - WC40,2009-07-29,1970-10-07,mihail0@adventure-works.com,733-555-0128,S,Mihail Frintu,733-555-0128,False,M,1,15,64,52,True,False,Production,2009-07-29,,Current
234,189,11,Bonnie,Kearney,N,False,Production Technician - WC10,2009-08-01,1986-04-10,bonnie0@adventure-works.com,264-555-0150,M,Bonnie Kearney,264-555-0150,False,F,1,13.45,89,64,True,False,Production,2009-08-01,,Current
235,278,11,Fukiko,Ogisu,J,False,Buyer,2009-08-04,1970-06-24,fukiko0@adventure-works.com,520-555-0177,M,Fukiko Ogisu,520-555-0177,False,M,2,18.2692,57,48,True,False,Purchasing,2009-08-04,,Current
236,111,11,Hung-Fu,Ting,T,False,Production Technician - WC20,2009-08-06,1971-05-23,hung-fu0@adventure-works.com,497-555-0181,S,Hung-Fu Ting,497-555-0181,False,M,1,14,0,20,True,False,Production,2009-08-06,,Current
237,278,11,Gordon,Hee,L,False,Buyer,2009-08-11,1942-06-29,gordon0@adventure-works.com,230-555-0144,M,Gordon Hee,230-555-0144,False,M,2,18.2692,52,46,True,False,Purchasing,2009-08-11,,Current
238,66,11,Kimberly,Zimmerman,B,False,Production Technician - WC10,2009-08-12,1986-04-13,kimberly0@adventure-works.com,123-555-0167,S,Kimberly Zimmerman,123-555-0167,False,F,1,13.45,95,67,True,False,Production,2009-08-12,,Current
239,18,11,Kim,Abercrombie,B,False,Production Technician - WC60,2009-08-16,1942-07-14,kim1@adventure-works.com,208-555-0114,M,Kim Abercrombie,208-555-0114,False,F,1,12.45,24,32,True,False,Production,2009-08-16,,Current
240,53,11,Sandeep,Kaliyath,P,False,Production Technician - WC40,2009-08-17,1970-07-03,sandeep0@adventure-works.com,166-555-0156,S,Sandeep Kaliyath,166-555-0156,False,M,1,15,65,52,True,False,Production,2009-08-17,,Current
241,111,11,Prasanna,Samarawickrama,E,False,Production Technician - WC20,2009-08-22,1952-11-28,prasanna0@adventure-works.com,129-555-0199,M,Prasanna Samarawickrama,129-555-0199,False,M,1,14,5,22,True,False,Production,2009-08-22,,Current
242,278,11,Frank,Pellow,S,False,Buyer,2009-08-23,1951-12-11,frank2@adventure-works.com,163-555-0147,M,Frank Pellow,163-555-0147,False,M,2,18.2692,58,49,True,False,Purchasing,2009-08-23,,Current
